data,label_vector
"[-0.01587627658081177, 1.3484246918356322, 0.3912990872906862, -1.1508790617493214, -0.12176305888087974, -0.6501131363783561, 0.3841059782500268, 0.1038416563750981, 0.06093365620849616, -0.23880561477628293, 0.873148843463608, 0.3595296349946641, -0.736795434490472, 0.5391552737150342, 0.203509911471724, -0.05899690849378019, -1.0759014745959485, -0.49615877445365736, 0.6652118500470198, -0.24909191468614664, -1.137359420647397, -0.39818762558618753, -1.5064975211236684, 0.8855526042325093, 0.021907687270428838, -1.1151051099541893, 1.7984548967761758, -1.7129368477325793, -0.5405525556690125, -0.8259858633663067, -0.4299296635890822, -0.9385337258381548, -0.3594908287656348, 0.6514945154272532, -1.5149013040879007, 1.7038600801647004, -1.1002857906631816, -0.06074147502559643, -0.6894214880786785, -0.27056300549652995, -0.343698920321692, -0.15017477003494448, -1.0306140057427537, -2.6058257517746815, -0.31449081278367585, -0.26347763268746555, 1.0165359698662353, -0.15633693617761135, 0.065088149680648, 1.156286154462781, -0.32576602598430227, 0.28004541394945626, 0.854028977706711, -0.30242558485177384, -0.7201318743174122, 1.3094916835977322, 1.9822131152902218, 1.2874269231284916, -0.23896985851061783, 0.2994483021550174, -0.5079901144826291, -0.22094663360120526, 1.6652158917748083, -1.5370244679774685, -1.986908802359772, -1.8194961197788835, -0.7150067467171093, 2.5852334626514417, 0.6140082761583222, 0.4441975550931482, -1.146922031523749, 0.7824723956643239, 0.7049839567603736, 0.8177538390157876, -0.5170737592820062, 1.2806568482140521, 0.48350195315462824, 0.3868213181041752, 1.5401594544684862, -0.6977039485587241, -1.1573490221171843, -1.2652812501022368, 1.701032940051236e-05, -1.2889655774128848, -0.34296338325890136, 0.0033828574471110296, -0.7801718260137239, -3.2821020140170134, 1.0723485632673633, -1.7073267696185326, 0.127353922017045, 0.10174208048320556, -0.13521801246103715, 0.9072780695293067, -0.6056468466490782, 1.2534410237022031, -0.5296577370854834, -0.6832618719757758, -0.3406257656595753, 1.9843111954832873]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 2, 1, 1, 1, 1, 0, 2, 1, 0, 2, 0, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 0, 1, 1, 0, 1, 2, 1, 1, 0, 1, 1, 1, 1, 2, 0, 2, 0, 2, 1, 1, 2, 1, 1, 0, 2, 0, 0, 1, 2, 2, 1, 1, 0, 1, 1, 1, 2, 0, 1, 1, 0, 2, 2, 2, 2, 2, 0, 0, 2, 0, 2, 2, 1, 2, 2, 0, 0, 1, 0, 0, 0, 2, 2, 1, 1, 0, 2, 2]"
"[0.8047691502031623, -0.5031145198132664, 1.3073811697343634, 0.4006346362182498, -0.7587788118102922, -0.9136397497708957, -0.37999037345329106, -0.2882121970092064, 0.026241467143643726, -1.7395530144926574, -0.5127941908469794, -1.1116482185043397, 1.6625728527425965, 0.37557389091462473, -1.3801916925912243, -0.16075209376297875, -0.7982533940853375, -0.12778835814853728, 0.8881595863443207, -0.5596107439847985, -1.0347242700184498, 1.3265270288825624, 2.5468948039023447, 1.0591110033076845, 0.04113807625591605, -1.4879559207940467, -0.25052841819118193, -0.01707039158157942, -2.1127776273646166, 2.110145495412045, 0.7770449710484066, -0.06959357983505911, -0.4062055364155189, -0.8085221020509588, 0.21714975404404585, 1.0936639060914832, 0.5939944109043579, 0.3220512823013811, -0.5369669391504424, -0.8656996547569139, 1.112333554165372, -0.573891128934027, 2.368251893887723, -1.4420663175406783, -0.109712851239939, -0.05909752243739257, -0.5749713593280276, -1.7961576543715239, 0.037254131326010555, 0.7129677539445488, 0.18440993125342764, 0.37315408978835957, -1.1528660548208458, -1.3843562292319966, -0.4546109841638181, -1.2077176518470778, 0.9561911263063846, -1.3206201677874472, 0.692691323540472, -1.1504491670355126, 0.18002128079052243, 1.7404919956757736, 0.2958084484050883, 0.6839534758764476, -0.9471844542023766, 1.133032939547361, 0.08837650062411431, 0.4805533156233488, -0.23457796365849606, 0.6610279071983501, -1.4031874390165853, 0.2475491803334209, -0.49444276707311, -0.9172291149913674, 0.7825023056953941, -0.6233366924678393, -0.6345883612408201, 0.045455381249461954, -0.3050373018033727, -0.08676098183782097, -0.8950510037328403, -0.27932316445484606, 0.2188478243900405, 0.41159751466350764, 1.108558804446267, 1.994989810586573, 0.5556543810674953, 0.09281657119281167, 0.2878264374296189, -0.03417749884457942, -0.6475813658427565, 1.847967422291413, -0.27205458752487743, 0.7272735258882562, -0.5263022322746889, -0.40650183836071496, 0.3521783641807243, -0.8005256457981008, 1.8394318337954834, 0.3202305213663235]","[2, 2, 0, 1, 1, 2, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 1, 1, 1, 2, 0, 1, 1, 0, 1, 2, 2, 2, 2, 0, 2, 2, 0, 2, 0, 0, 0, 2, 1, 2, 1, 1, 1, 0, 1, 2, 0, 2, 2, 2, 1, 1, 1, 0, 2, 2, 1, 2, 0, 2, 0, 2, 1, 0, 1, 0, 1, 0, 1, 2, 1, 1, 1, 0, 1, 2, 0, 2, 1, 1, 2, 0, 0, 2, 1, 1, 1, 1, 2, 2, 1, 0, 0, 2, 1, 0, 1, 2, 1, 1]"
"[1.5649045301168676, -1.0169733961350778, -0.7885958422181936, 2.0119038189759704, 0.1878938165422956, -0.018374970912270427, -1.106959080762466, -1.112747412316044, -0.30129561949657907, 1.532352082372135, -0.6131293811546941, 0.6459889282317363, 0.8983211452871994, -0.7071542457592425, 0.06742288248548835, -0.6630945142997994, 0.7125454473683862, 1.685333694623405, 2.073620774066062, -0.3355874141401571, 0.49336832751998233, 0.48620570884431263, -1.5369240633367522, 1.2332703495918773, -0.9129684042156713, -1.0648844315040604, -0.11955672547892685, -0.7225112208799825, 0.32137512248384, -0.7677694139565583, 0.09350680843963032, -1.690529961177077, 0.7429969833677621, 0.8173917827585854, -0.7893601500856745, 0.7725146647409351, 1.402705195986461, 0.7961394888634628, -0.6507448155640361, -0.9476594576521704, 2.4788441605108384, -0.24944108903005735, 0.4128171403194962, -0.5486008162268937, 0.18509502199602496, -0.1107662567392164, 2.2570783423369214, -0.4452349658913021, -0.15478391548805595, -1.4480553412976365, -0.33754397141357384, -0.47803743522887915, -4.925080672404924e-05, -0.27125658336130554, -1.3471422823319035, -1.8585235305804713, 1.1690020112804922, -1.5278557289209593, -0.5193779383465916, -0.7748247035198359, 0.10644999392136177, -0.06709945504847069, -1.715269154591909, -2.2397748408116867, 0.8063436688313931, 0.778609874358599, -0.9653543578461722, 0.8964907164772797, -0.18928895659199726, 2.052365137780096, 0.6592055633748716, 0.5550049612930684, -0.30327118147035287, -0.3914562650105171, 0.8623616684478934, 0.06863854491859063, 0.6204976016923132, -1.102829984242746, 0.2862706352011929, 1.7207100184389792, -2.1691405997709143, -1.0520397617487904, -1.012731660528171, -0.568417016738411, -2.2760223557146753, 0.4219523986454262, -0.7739879241615596, 0.7289321037642167, 0.32463395961922276, -0.2880025349550636, -0.22076988355461055, 0.7221466268062356, -0.12590924405034093, 0.7649038219786071, -0.019049661923076566, 1.3645549808546236, -0.21312224364327584, 1.2667456281334164, -1.2257116442712415, -0.11794158600780506]","[2, 0, 1, 2, 2, 0, 1, 0, 2, 1, 2, 2, 0, 2, 2, 1, 1, 2, 0, 0, 1, 0, 2, 1, 2, 2, 2, 0, 2, 0, 1, 2, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 0, 2, 1, 2, 2, 2, 0, 1, 1, 0, 2, 1, 1, 0, 1, 1, 0, 1, 0, 2, 1, 2, 1, 0, 1, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 1, 2, 2, 0, 2, 2, 0, 1, 1, 2, 1]"
"[-0.32793034026951046, 0.8763084660564259, -1.0584540176604695, 1.035375644455404, -0.54521092983229, -0.41766191213773485, 1.045403072238992, 0.44368207300294166, 0.3426740757052617, 0.9594418387442871, -0.9786573030618559, 0.6044965250891322, 0.7111084516551841, -1.8254172716151857, -0.3628675326023494, 0.6412611257192549, 1.9606663611581472, -0.6705845613883251, 0.9420057828077453, 1.3191838917031162, -0.16379090116861492, 1.225266381885888, -0.09103998606257056, -0.3187282951784236, 1.0785295830590298, 1.001173124326547, -0.06638883200845451, 0.48037430727739966, 2.2746719753381037, -0.6237349539960936, 2.2145645763871222, 2.3050278715418298, -0.5810850913785853, 0.9726951218428196, 0.5519997920699019, 0.4933829539397059, 0.4826860938247821, -0.5085742570395265, 0.3658346288753459, 0.6882568733507451, 0.8459965547427856, -1.2967815611124287, -0.14340084917740695, -0.37949841709195353, -0.6075837706315652, 0.012230867812592422, -0.5411165376681164, 0.38743671437932126, -1.077181786662901, -0.21459093148929928, 1.9073595982673615, -0.7256630480347541, 1.4350219206372214, -0.772850842196824, -0.5227604201920731, 0.32271829519743644, -0.8818727625301374, 0.9675834886298634, -0.15131079312482335, 0.6401611948196595, -0.5105499376542271, 0.5159103122752571, 0.44180001644935635, -0.7620885636449891, 0.4917141397215967, -1.3776782343079126, -0.3233325028089163, -0.9385377604185016, -0.6242070802190225, 0.010175219499845008, 0.037858943018824545, -0.8242161572788652, 1.0083429534824977, -0.7847456146407485, -2.2357657185760305, -1.2469132129341398, -1.6276812308853363, 1.4380926068213713, 0.02256223042986254, -0.5064724910680598, 1.9453042716369888, -1.8738267947249805, 0.7682612873943463, -1.2198658212189906, -0.2541792965339511, 0.4427503815416484, -1.3919918344394806, -0.23597896818158595, -0.384920682955434, -0.6928787298441144, -0.4948943308047243, 1.9692422453204905, 0.25914354789778665, 2.7760418966993954, -0.4850895160630921, -0.31316938564678276, 0.5073617730159332, 1.020000561344208, 0.6848935105104368, -0.788350256457602]","[0, 0, 2, 1, 2, 1, 0, 2, 2, 1, 0, 2, 1, 1, 0, 1, 2, 2, 1, 2, 2, 2, 2, 0, 2, 2, 1, 1, 1, 1, 1, 2, 0, 1, 0, 0, 1, 1, 2, 2, 0, 0, 2, 0, 0, 2, 1, 0, 2, 2, 2, 1, 2, 0, 2, 1, 1, 0, 2, 2, 2, 1, 2, 0, 1, 2, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 1, 2, 2, 1, 2, 1, 0, 0, 1, 0]"
"[1.9343418994540684, 0.38148751545049986, 0.8273272847071949, 0.5842699159175013, -1.1321996631167315, -0.9236801757250213, 0.20489264024957085, -1.4003920379782075, -0.18367960476549397, -0.19176325253962026, -1.1415770541022885, 0.5750469493804807, 0.6980062244232207, 0.7449480715093716, 0.23350274795911308, 1.2283400522790833, -0.3264880677101515, 0.0363329260313908, 0.17603691027748003, -0.015013624875557208, -1.7333178284706163, 1.7596869592771591, 0.2826396728425914, 1.0786872469344473, 1.4484256708863281, 1.1528420025518091, -0.3870788028188103, -0.7216354716006795, 0.6466995633199168, 1.3854093596395696, 1.4253058870164743, 1.809822827772264, -1.8515821556726872, -0.9050191193847584, -0.2864556135385485, -0.41159224568285757, 1.9006020355417255, 0.8734340884492491, -1.7054201439834293, -0.022432056743823748, -0.8770154140994584, 0.7579275415073566, 0.4879031828066239, 0.5360776938553594, -0.8171621617336573, 0.0005301304804316881, -0.8987460826152122, 1.0135584683937078, 0.9271081353757071, -0.14577971478063034, 0.450618777487135, 0.0667213932748098, 0.12732504359986177, -1.116057309942244, 0.6711812694078519, 1.187611240355449, -0.13584096674450882, -1.0180673360569377, -1.947283433247365, -0.043837733394065055, 0.6890277719292917, 0.10734975146500302, 0.6062726001181533, -0.93902849670483, -0.9456574551046033, 0.8319978730698749, 0.46526526947660124, 0.4983712590272152, 0.7981882594521197, 0.049347699161466765, 0.37821723956036724, 1.0358199618228037, 1.3335157058276434, -0.1361022639743954, -0.6750926881955016, -0.1704396365532428, -0.8998298008890382, -0.2696060962297614, 1.185768454011536, -0.04514068081751507, -1.0863044871024998, 0.3004521563647936, -1.9389544705931818, -1.4746082047769764, -0.9152747595217552, 1.481422230435166, 0.8984903660606596, 2.2988903266590017, 1.1832810677228673, 1.0721222078779244, 0.1977794678327839, -1.4745048051296556, 0.24412211696327943, 0.2845209553604, -0.5524665041271499, -1.4511261959149195, 0.9928442375785093, 0.048340575432565314, 1.0798655060568327, -0.2692024828236498]","[2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 0, 1, 0, 1, 2, 1, 2, 1, 2, 1, 2, 1, 0, 1, 2, 1, 2, 1, 1, 1, 0, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 2, 1, 0, 0, 2, 0, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 0, 0, 2, 2, 1, 0, 2, 2, 1, 0, 2, 1, 0, 2, 0, 1, 2, 1, 0]"
"[0.7515406716933817, 0.40018227657475236, -0.07384500851697368, 0.20900228711848665, 0.19632572871956466, -0.5329704883341805, -2.266349409838174, -0.034269968162622406, -0.49270183497453796, -0.8298540484133189, 1.7857369964167515, 1.63037816271394, 0.20608625474941647, 0.719165051100927, -0.9608046455047031, -0.619827578832217, -0.9269457740042318, -0.6989196911209931, -0.022702918713479826, -1.076345645877125, -0.9367243877416952, 1.9844753030969762, -1.4126787122659885, -0.03000876921380691, 0.8891322047038164, 0.674180285496788, -0.802680411349904, 0.9634721355829797, 0.6695265074861093, 1.990309169543684, 0.31365808551416013, 0.5848454474462872, -0.7732140830494545, -0.00951098618256098, 0.45520260694402, -1.390258011867625, -0.7665269093264796, -1.08347186696636, 0.22644408860296458, 0.07037584221969664, 0.9083820233462373, 0.33486686648478425, -0.18391140656093583, -0.6457155316132503, -0.02742118717235868, 0.06266248842127138, -2.5229694521623904, 1.011356617484589, 0.9920659333955367, 0.2888128874485959, 0.3546957073511193, 0.806358465692001, 0.6826618655938291, -1.0884368971385776, -0.1955274041849944, 0.4006094138474911, 0.12281908517558654, -2.1972228676810066, -0.7571703960766876, 0.6586922234202396, 1.0226240559053092, 0.47201557928025634, -1.4816355988183567, -0.27555823555624787, -0.2471690966441505, 0.2735021779189562, 2.0718055864824336, -0.2876918227005034, 1.7976990858516362, 0.9433943822962186, 1.2056669694691404, 0.32255218049492584, -0.11903305045213487, 0.13202247199965314, 0.33581210774329445, -0.49813873129578984, -0.497236862920262, -1.187333011445357, -1.0795224476056928, 0.3631223520562358, 0.9407813282072115, -0.17980318807811893, 0.2637224608849578, -2.04223333938929, -1.842501632673044, -0.9590910829766831, 0.8796799632780384, 2.233512200863641, 0.034269473884479026, -1.7071493448460526, 1.2690741636297123, -2.0721432921357743, 0.06189260458076442, 1.562061924170011, 0.9941921310015233, -0.9466017312041152, -0.0715353025311233, 0.15880586115917214, 0.43022583521175506, -1.0164899276301456]","[1, 0, 1, 2, 0, 0, 1, 0, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 0, 2, 0, 0, 0, 0, 2, 2, 0, 2, 1, 2, 2, 0, 2, 0, 1, 0, 1, 1, 1, 1, 2, 0, 2, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 2, 1, 1, 1, 2, 1, 2, 0, 0, 2, 2, 1, 0, 2, 2, 1, 1, 0, 2, 2, 0, 2, 1, 2, 1, 2, 2, 0, 0, 1, 2, 0, 0, 1, 2, 1, 1, 1, 1, 0, 2, 0, 0, 0, 0, 2]"
"[1.4812965497622195, -0.31845444693821634, -1.173895555681577, 0.1254762380548128, -2.327656823283873, 1.8007041880171992, 0.3207650746095357, -0.029859887407473747, 0.4126893267166465, -0.8553359580882447, 1.1237832845853417, -1.5738014011701005, -0.977902307450476, -0.37983764430840766, 0.9203554675781388, 0.24742554049915713, -1.611612967637654, -0.12811912308453183, 0.9040529477968545, 1.4363192303423709, 1.5958540727813393, 1.1886798677103494, 1.0656270809587196, 0.864060173712144, 0.41786669321512454, -0.592569509249415, 1.1215963591663904, -1.0181322124386833, 0.5619456211544811, -0.6828265167261224, -0.2502277050437069, 0.7101533214130323, 0.45454889998010395, 1.1524594774946595, 1.849207423367594, -0.015191308723280216, -0.2951140440618078, -0.5135126882280209, -1.1679919461191726, -0.3446274629138942, 0.6515184536686652, -0.533425054214442, -1.3100241592147233, -1.0064546891486543, -0.5380288067197797, -0.07015111640578378, -0.25881129893284477, -1.5457085861790412, 1.8323037902578525, 2.184959892432678, -1.740333412041999, -0.618266717303924, 0.041048302857892086, -0.14211547524583806, 1.4086679029672882, 0.4494269300244748, -1.4751337617318798, 1.1148194541193728, 0.28791475962042495, -0.06939060079445215, -1.7190681319474062, -0.6837962070941587, -2.173253826337457, -0.8085342395076268, -0.32121236233707245, -0.06972848860768802, -1.6026470630354772, -1.7267104139098823, 2.093950204008469, -0.6196218353858824, -0.1283221026672799, 0.3829426836658482, -0.48072314224176926, -1.5401801986579102, 0.576052233473406, -2.1907230911574547, 0.5535816924275491, -0.9190270330296553, 0.6139280097041699, 0.038879771321812626, -0.5166655593252988, -0.14628301496375093, -0.2085493592614958, 0.4066775972010083, -0.09673754015410739, -0.1185483779292258, -0.21334906794641398, -0.1049814287161193, -0.6450887304928868, -0.5236940163224401, 0.6810159901871853, 1.0325147041730405, 1.2532463368016038, 1.5231147990176297, -0.22979365137095006, -0.98689902460824, 0.5572940852590491, -0.10721178678009972, -0.7385527473724328, -0.489811271717692]","[1, 2, 0, 2, 0, 2, 0, 0, 2, 1, 1, 0, 1, 2, 0, 0, 2, 1, 0, 1, 2, 0, 2, 1, 2, 2, 0, 0, 1, 0, 2, 0, 0, 0, 0, 2, 1, 1, 2, 2, 1, 2, 2, 0, 2, 0, 1, 2, 1, 0, 0, 2, 2, 0, 0, 2, 1, 1, 1, 0, 2, 1, 0, 2, 2, 2, 0, 0, 2, 1, 2, 1, 0, 0, 2, 0, 0, 2, 2, 2, 0, 2, 0, 0, 2, 2, 0, 1, 2, 2, 2, 2, 2, 1, 1, 0, 0, 0, 2, 1]"
"[-0.16093708749332797, -0.4676878295296377, 1.9474881735632439, -0.027954630604204674, 0.08748204060247343, -0.47943992857994333, -1.0690957603382842, -0.38471676496775375, -0.49757725193633173, -0.1174649097643146, -0.9402652520280598, 0.45185544874015154, 0.7619483533212326, 0.7808263209041406, -0.04515852844022935, 2.535463673980231, -1.870839531114467, 1.7165227150544569, 0.2325656347421222, -1.2042741810736965, -0.018687089358777394, -0.4244455832572169, -0.11985229403582025, 0.6789573160847817, 0.8986127269974241, -0.054739144167095376, -0.9886600729358194, 1.216112045435107, 0.06943134111734423, 0.6991509112161788, -0.2037646181878423, 0.4358941260225834, 1.298241437422832, 0.9085838927253359, 0.11189362561917712, -1.0272125477070289, 0.2535995363730561, 0.8395547497831772, -0.8793203422310281, 0.3478632518865686, -0.017316493733123568, -0.292082921900342, -0.4426499242681923, 1.8507408805087897, 0.19200294183181033, -0.08259555960677467, -0.11317474809612342, 2.1009309069657838, 0.49461113212270913, 1.0926503775388776, 1.0183757683176873, 0.27249650542622844, -0.45316887666351613, -0.30772409008560925, 0.5872465717012334, 2.0855497282939943, 0.4988893613856284, -0.05364051213088329, 0.4450142293302349, 1.910621739693975, -1.4213744683645761, -0.2622260558356305, -0.578611287594271, 0.9198131145565848, 0.03570357735712927, 0.360039554600631, -0.5117373723165902, -0.9880854940840504, 0.6444828527937372, -0.748703132508053, -0.9869916632977476, 1.1105832270736429, -0.489904778634823, 0.3462993370017445, 0.23696983571698588, 0.11228257873663544, 0.12241661344417992, -2.021162588721278, 0.6725822582395945, -1.1220956453464752, -0.34086857797169334, -0.7054399066303523, 0.5236913481723957, 1.1068964402624948, -1.8057925474334424, 1.7932221672202677, 0.7860646136760077, -2.167702416866721, 0.10053401061454581, 1.7537605329769144, -0.11733717818537487, -0.11935255239974445, -0.8176935645680666, -0.3286927855959904, -0.3631723177124222, 0.451694901107357, 0.9787107091084761, -0.4473544414617862, 0.6073648124330029, -0.17621951492256313]","[0, 0, 2, 1, 2, 2, 2, 1, 2, 2, 0, 2, 2, 1, 1, 1, 1, 2, 0, 2, 1, 0, 0, 1, 2, 1, 1, 2, 0, 0, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 0, 2, 2, 0, 1, 1, 1, 0, 2, 1, 1, 1, 1, 2, 0, 2, 2, 1, 0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1, 1, 2, 0, 2, 2, 0, 0, 1, 1, 0, 0, 1, 2, 2, 1, 0, 0, 0, 2, 2, 2, 0, 2, 0, 2]"
"[0.42350166672764133, 1.3764716795965375, -0.4630626139170196, -0.9285445150414893, 0.8213064538758629, 0.0092431765250459, -0.2613330576917147, 0.02526805681736966, -0.9244701026689514, 0.2278861523200806, 0.5339024329656064, 0.40076930773812114, 1.4449286750260621, 1.6082365852529135, 0.2948490299585356, 0.4580887216378491, 0.27681546635318915, 0.6565739865461857, 0.4950903407812669, -0.4041908297781155, -0.7336808283749344, 0.5762059273293083, -0.1901012766280734, -0.2024007742619784, 0.820099466898461, -0.1687859265201135, 0.6089595152681171, -2.2984350192034455, -0.9486571847839336, -1.7216887351235086, 0.5235406638023968, 0.5703912297027696, -1.595448684158666, 0.45463474467175596, -1.4741544297753164, 0.38574775094478786, -0.490898722359181, 0.28862506341197003, 0.753039993666545, -2.2550235084542347, 1.1226566924084478, 0.6557680195510797, 1.0866355342810043, 0.30770170242703904, 0.44464146112723285, 0.4971560727170812, 0.23369481401865091, -2.2815348488509426, -0.007510188646109813, -2.161749861278161, -1.5155842143965153, -0.8452177979273842, -0.5088560479589638, 0.13159014211945, -0.4253579171557422, 1.525715812327766, -0.5081364828087662, -0.9010325761887759, 0.06656136251096285, -1.8470803752691234, -1.2048204762363677, -0.7021638167588858, -1.0939864754156485, -0.44481255957994004, -1.1210312537306313, -0.5799170741460236, 0.8947905605094053, 0.9257105208046904, -0.6093866057107677, 0.8763058657462127, -1.1884812508914793, 0.6798216442914031, 0.2026223265383138, 1.1563394689984714, -0.8855374243520558, -0.36295003808096216, -1.489431591992752, -1.234556349092172, 0.3795958487499034, -0.6225230121270933, -1.6240013057297262, -0.6432678877311956, -0.6682848190686661, -1.3640330685721882, -0.19977775775582907, -1.622305618410456, -2.5726711599832797, 0.6749882035679251, 0.6762603586019859, 0.015104605032766996, -0.49984031396849593, -1.4887613379337399, -0.5874934550094382, 1.3457175419159662, -1.3411774837142136, 2.4762545473805977, 0.9576331235730348, 1.448381346311368, -0.16688820824163203, -0.9872132247823626]","[0, 2, 0, 1, 1, 0, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 2, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 1, 0, 1, 1, 2, 2, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 1, 2, 2, 2, 2, 1, 0, 1, 2, 2, 2, 2, 1, 0, 1, 1, 2, 0, 2, 2, 0, 2, 2, 1, 0, 1, 2, 2, 1, 2, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 1, 1, 2, 0, 2]"
"[0.2694731390444758, -0.8298934981968672, 0.5656133953078847, 0.16608102911888573, 0.9265436417439327, -0.416528513440824, 0.14135753453024164, 0.9152526121253352, 0.0013897042227398403, 1.0781581268851883, 2.5146897464620634, 0.7876445443710992, 0.8590488255932279, 1.123227544428692, 0.22034509335344704, 0.5106253983057751, -0.6061905267470017, 0.1435259928959309, 0.17453611303803498, 0.4656207768844816, 0.5232771250439098, -0.1351239704119089, -0.1327295172272504, 0.686054102920808, -0.7403168284625298, 1.033432040844582, 0.8793613057500175, -1.2334652056352904, -0.3520321686111255, -1.011155366178684, 0.6264478063369686, 0.21156198950616378, -0.06382314731929215, -0.5533765643857856, 0.4281528723550556, 1.5866815995670798, -0.5845006644027774, -3.0876763460604484, -0.30632384085976666, 0.39325244104892915, 0.5114486311114399, 0.03500331326948104, 1.4800534635292146, -0.0176546353289913, 0.39187754296556987, 0.430329063416184, 0.5928010998119443, -0.23194857471177774, -0.9656967749036391, -1.4809229320280652, -0.9378673847001107, 0.0023221140974155723, -0.8748427157338676, -0.9218364339912889, 0.1469465427914854, 0.15636113623128983, 1.2350329127753263, -0.3549585632616763, 0.46956913945245626, 0.18286681844829147, -0.014446190110656591, -0.6837676151939408, -0.3949783268911738, -0.16266233294145427, -0.8193441605705315, -0.4468056143438457, 0.8502939924288635, -0.09594281597905356, 1.3301064496822854, -0.13370461949895135, -0.14378351709113354, -0.3382346805499116, -0.8008092016987041, 0.70524908606681, -1.3102794356015002, 0.9466486245830041, -1.8363714853545654, -0.044768163847242096, 0.5604529248923725, -0.022635935814660703, 0.6656481673696822, -0.7896722133098276, -0.2311861782457503, -0.005110481992180382, 1.6221951773295071, 1.1378828637038014, 0.8016692024398091, -0.3413355289637729, -0.8032830472827431, 0.34035045369541245, 1.227096470320009, 0.9266675599977335, -0.5004415133529443, -0.16081199531126825, 0.725683614042161, -0.11893434397226674, -0.9581569466908031, -0.2945469114381122, -0.02717477904925406, 1.7104241396751851]","[0, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 2, 0, 1, 1, 0, 0, 0, 2, 2, 2, 2, 0, 2, 2, 2, 2, 0, 2, 0, 1, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 0, 2, 1, 1, 0, 1, 0, 0, 2, 0, 1, 1, 0, 2, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 2, 2, 0, 1, 0, 0, 2, 2, 1, 2, 0, 0, 0, 1, 0, 2, 2, 1, 1, 0, 1, 0, 1, 0, 1]"
